publication_year,subfield_id,subfield_display_name,count,citation_count,country_code
2021,subfields/1703,Computational Theory and Mathematics,448,3152,BR
2021,subfields/1702,Artificial Intelligence,1597,10163,BR
2021,subfields/1705,Computer Networks and Communications,829,4866,BR
2021,subfields/1706,Computer Science Applications,341,2284,BR
2021,subfields/1712,Software,78,330,BR
2021,subfields/1711,Signal Processing,218,1029,BR
2021,subfields/1709,Human-Computer Interaction,198,986,BR
2021,subfields/1708,Hardware and Architecture,135,455,BR
2021,subfields/1704,Computer Graphics and Computer-Aided Design,35,183,BR
2020,subfields/1707,Computer Vision and Pattern Recognition,739,7442,BR
2020,subfields/1710,Information Systems,3410,15686,BR
2020,subfields/1703,Computational Theory and Mathematics,418,4473,BR
2020,subfields/1702,Artificial Intelligence,1647,13895,BR
2020,subfields/1705,Computer Networks and Communications,900,7301,BR
2020,subfields/1706,Computer Science Applications,320,2049,BR
2020,subfields/1712,Software,99,704,BR
2020,subfields/1711,Signal Processing,223,1818,BR
2020,subfields/1709,Human-Computer Interaction,214,960,BR
2020,subfields/1708,Hardware and Architecture,144,483,BR
2020,subfields/1704,Computer Graphics and Computer-Aided Design,35,131,BR
2019,subfields/1707,Computer Vision and Pattern Recognition,787,9165,BR
2019,subfields/1710,Information Systems,2528,9401,BR
2019,subfields/1703,Computational Theory and Mathematics,407,3624,BR
2019,subfields/1702,Artificial Intelligence,1576,16063,BR
2019,subfields/1705,Computer Networks and Communications,1016,11297,BR
2019,subfields/1706,Computer Science Applications,388,2159,BR
2019,subfields/1712,Software,99,812,BR
2019,subfields/1711,Signal Processing,261,1742,BR
2019,subfields/1709,Human-Computer Interaction,226,1396,BR
2019,subfields/1708,Hardware and Architecture,101,779,BR
2019,subfields/1704,Computer Graphics and Computer-Aided Design,49,254,BR
2024,subfields/1707,Computer Vision and Pattern Recognition,23356,24190,CN
2024,subfields/1710,Information Systems,8066,5652,CN
2024,subfields/1703,Computational Theory and Mathematics,4353,4842,CN
2024,subfields/1702,Artificial Intelligence,27930,29411,CN
2024,subfields/1705,Computer Networks and Communications,10890,8063,CN
2024,subfields/1706,Computer Science Applications,984,947,CN
2024,subfields/1712,Software,500,332,CN
2024,subfields/1711,Signal Processing,3739,2616,CN
2024,subfields/1709,Human-Computer Interaction,1363,840,CN
2024,subfields/1708,Hardware and Architecture,1087,334,CN
2024,subfields/1704,Computer Graphics and Computer-Aided Design,1347,1006,CN
2023,subfields/1707,Computer Vision and Pattern Recognition,26810,136282,CN
2023,subfields/1710,Information Systems,8954,27345,CN
2023,subfields/1703,Computational Theory and Mathematics,4832,22192,CN
2023,subfields/1702,Artificial Intelligence,30205,121751,CN
2023,subfields/1705,Computer Networks and Communications,11908,41016,CN
2023,subfields/1706,Computer Science Applications,1093,3977,CN
2023,subfields/1712,Software,445,1123,CN
2023,subfields/1711,Signal Processing,3801,11150,CN
2023,subfields/1709,Human-Computer Interaction,1420,6117,CN
2023,subfields/1708,Hardware and Architecture,881,1461,CN
2023,subfields/1704,Computer Graphics and Computer-Aided Design,1632,1719,CN
2022,subfields/1707,Computer Vision and Pattern Recognition,23399,233944,CN
2022,subfields/1710,Information Systems,8732,60691,CN
2022,subfields/1703,Computational Theory and Mathematics,4605,37510,CN
2022,subfields/1702,Artificial Intelligence,26414,220894,CN
2022,subfields/1705,Computer Networks and Communications,11286,79333,CN
2022,subfields/1706,Computer Science Applications,1069,7825,CN
2022,subfields/1712,Software,460,2257,CN
2022,subfields/1711,Signal Processing,3600,21243,CN
2022,subfields/1709,Human-Computer Interaction,1189,10925,CN
2022,subfields/1708,Hardware and Architecture,710,2745,CN
2022,subfields/1704,Computer Graphics and Computer-Aided Design,1499,3429,CN
2021,subfields/1707,Computer Vision and Pattern Recognition,20184,340357,CN
2021,subfields/1710,Information Systems,7707,83869,CN
2021,subfields/1703,Computational Theory and Mathematics,3994,53609,CN
2021,subfields/1702,Artificial Intelligence,22168,305814,CN
2021,subfields/1705,Computer Networks and Communications,10124,117530,CN
2021,subfields/1706,Computer Science Applications,974,10137,CN
2021,subfields/1712,Software,451,2702,CN
2021,subfields/1711,Signal Processing,3141,29281,CN
2021,subfields/1709,Human-Computer Interaction,920,9301,CN
2021,subfields/1708,Hardware and Architecture,676,3801,CN
2021,subfields/1704,Computer Graphics and Computer-Aided Design,1325,4023,CN
2020,subfields/1707,Computer Vision and Pattern Recognition,16129,367021,CN
2020,subfields/1710,Information Systems,6439,111198,CN
2020,subfields/1703,Computational Theory and Mathematics,3546,69499,CN
2020,subfields/1702,Artificial Intelligence,17035,344806,CN
2020,subfields/1705,Computer Networks and Communications,9717,172463,CN
2020,subfields/1706,Computer Science Applications,765,11804,CN
2020,subfields/1712,Software,366,3297,CN
2020,subfields/1711,Signal Processing,2833,36943,CN
2020,subfields/1709,Human-Computer Interaction,725,9746,CN
2020,subfields/1708,Hardware and Architecture,615,6255,CN
2020,subfields/1704,Computer Graphics and Computer-Aided Design,789,4132,CN
2019,subfields/1707,Computer Vision and Pattern Recognition,15359,423631,CN
2019,subfields/1710,Information Systems,5349,111781,CN
2019,subfields/1703,Computational Theory and Mathematics,3260,57146,CN
2019,subfields/1702,Artificial Intelligence,14273,336379,CN
2019,subfields/1705,Computer Networks and Communications,9761,190445,CN
2019,subfields/1706,Computer Science Applications,717,13082,CN
2019,subfields/1712,Software,350,4456,CN
2019,subfields/1711,Signal Processing,2936,40036,CN
2019,subfields/1709,Human-Computer Interaction,652,10649,CN
2019,subfields/1708,Hardware and Architecture,642,6593,CN
2019,subfields/1704,Computer Graphics and Computer-Aided Design,483,2183,CN
2024,subfields/1707,Computer Vision and Pattern Recognition,733,244,ID
2024,subfields/1710,Information Systems,14276,3133,ID
2024,subfields/1703,Computational Theory and Mathematics,191,72,ID
2024,subfields/1702,Artificial Intelligence,3793,839,ID
2024,subfields/1705,Computer Networks and Communications,524,142,ID
2024,subfields/1706,Computer Science Applications,787,201,ID
2024,subfields/1712,Software,21,3,ID
2024,subfields/1711,Signal Processing,169,61,ID
2024,subfields/1709,Human-Computer Interaction,228,47,ID
2024,subfields/1708,Hardware and Architecture,27,7,ID
2024,subfields/1704,Computer Graphics and Computer-Aided Design,64,5,ID
2023,subfields/1707,Computer Vision and Pattern Recognition,902,1641,ID
2023,subfields/1710,Information Systems,32271,26084,ID
2023,subfields/1703,Computational Theory and Mathematics,352,548,ID
2023,subfields/1702,Artificial Intelligence,6374,6217,ID
2023,subfields/1705,Computer Networks and Communications,511,596,ID
2023,subfields/1706,Computer Science Applications,1532,1390,ID
2023,subfields/1712,Software,27,12,ID
2023,subfields/1711,Signal Processing,177,203,ID
2023,subfields/1709,Human-Computer Interaction,318,677,ID
2023,subfields/1708,Hardware and Architecture,37,24,ID
2023,subfields/1704,Computer Graphics and Computer-Aided Design,85,43,ID
2022,subfields/1707,Computer Vision and Pattern Recognition,691,1897,ID
2022,subfields/1710,Information Systems,31288,55527,ID
2022,subfields/1703,Computational Theory and Mathematics,374,1044,ID
2022,subfields/1702,Artificial Intelligence,5587,11157,ID
2022,subfields/1705,Computer Networks and Communications,426,1343,ID
2022,subfields/1706,Computer Science Applications,1437,2517,ID
2022,subfields/1712,Software,17,11,ID
2022,subfields/1711,Signal Processing,130,301,ID
2022,subfields/1709,Human-Computer Interaction,218,700,ID
2022,subfields/1708,Hardware and Architecture,19,19,ID
2022,subfields/1704,Computer Graphics and Computer-Aided Design,94,142,ID
2021,subfields/1707,Computer Vision and Pattern Recognition,840,3988,ID
2021,subfields/1710,Information Systems,30131,90380,ID
2021,subfields/1703,Computational Theory and Mathematics,402,1376,ID
2021,subfields/1702,Artificial Intelligence,6267,17834,ID
2021,subfields/1705,Computer Networks and Communications,433,1779,ID
2021,subfields/1706,Computer Science Applications,1676,4176,ID
2021,subfields/1712,Software,23,50,ID
2021,subfields/1711,Signal Processing,165,616,ID
2021,subfields/1709,Human-Computer Interaction,238,852,ID
2021,subfields/1708,Hardware and Architecture,22,70,ID
2021,subfields/1704,Computer Graphics and Computer-Aided Design,90,95,ID
2020,subfields/1707,Computer Vision and Pattern Recognition,811,5704,ID
2020,subfields/1710,Information Systems,24287,96797,ID
2020,subfields/1703,Computational Theory and Mathematics,294,1340,ID
2020,subfields/1702,Artificial Intelligence,5678,19713,ID
2020,subfields/1705,Computer Networks and Communications,483,3330,ID
2020,subfields/1706,Computer Science Applications,1308,4911,ID
2020,subfields/1712,Software,19,98,ID
2020,subfields/1711,Signal Processing,169,749,ID
2020,subfields/1709,Human-Computer Interaction,192,1044,ID
2020,subfields/1708,Hardware and Architecture,34,46,ID
2020,subfields/1704,Computer Graphics and Computer-Aided Design,82,143,ID
2019,subfields/1707,Computer Vision and Pattern Recognition,793,4959,ID
2019,subfields/1710,Information Systems,19833,82708,ID
2019,subfields/1703,Computational Theory and Mathematics,325,1077,ID
2019,subfields/1702,Artificial Intelligence,4982,22201,ID
2019,subfields/1705,Computer Networks and Communications,513,2698,ID
2019,subfields/1706,Computer Science Applications,986,3865,ID
2019,subfields/1712,Software,23,82,ID
2019,subfields/1711,Signal Processing,183,1134,ID
2019,subfields/1709,Human-Computer Interaction,150,864,ID
2019,subfields/1708,Hardware and Architecture,39,45,ID
2019,subfields/1704,Computer Graphics and Computer-Aided Design,58,105,ID
2024,subfields/1707,Computer Vision and Pattern Recognition,5504,6752,US
2024,subfields/1710,Information Systems,4729,4534,US
2024,subfields/1703,Computational Theory and Mathematics,2594,2601,US
2024,subfields/1702,Artificial Intelligence,14159,22739,US
2024,subfields/1705,Computer Networks and Communications,4473,2860,US
2024,subfields/1706,Computer Science Applications,1928,1632,US
2024,subfields/1712,Software,427,295,US
2024,subfields/1711,Signal Processing,1661,1363,US
2024,subfields/1709,Human-Computer Interaction,1442,979,US
2024,subfields/1708,Hardware and Architecture,1156,520,US
2024,subfields/1704,Computer Graphics and Computer-Aided Design,429,660,US
2023,subfields/1707,Computer Vision and Pattern Recognition,6429,45726,US
2023,subfields/1710,Information Systems,5434,17847,US
2023,subfields/1703,Computational Theory and Mathematics,2942,11563,US
2023,subfields/1702,Artificial Intelligence,16400,91591,US
2023,subfields/1705,Computer Networks and Communications,4533,13445,US
2023,subfields/1706,Computer Science Applications,1656,7308,US
2023,subfields/1712,Software,387,2615,US
2023,subfields/1711,Signal Processing,1696,6155,US
2023,subfields/1709,Human-Computer Interaction,1370,6785,US
2023,subfields/1708,Hardware and Architecture,1156,2459,US
2023,subfields/1704,Computer Graphics and Computer-Aided Design,342,1850,US
2022,subfields/1707,Computer Vision and Pattern Recognition,5966,87574,US
2022,subfields/1710,Information Systems,5442,34570,US
2022,subfields/1703,Computational Theory and Mathematics,2787,26233,US
2022,subfields/1702,Artificial Intelligence,14547,160433,US
2022,subfields/1705,Computer Networks and Communications,4362,28813,US
2022,subfields/1706,Computer Science Applications,1553,8783,US
2022,subfields/1712,Software,386,2272,US
2022,subfields/1711,Signal Processing,1615,11552,US
2022,subfields/1709,Human-Computer Interaction,1337,15137,US
2022,subfields/1708,Hardware and Architecture,1252,5743,US
2022,subfields/1704,Computer Graphics and Computer-Aided Design,334,3537,US
2021,subfields/1707,Computer Vision and Pattern Recognition,7172,158519,US
2021,subfields/1710,Information Systems,5901,64108,US
2021,subfields/1703,Computational Theory and Mathematics,3077,37201,US
2021,subfields/1702,Artificial Intelligence,17097,304253,US
2021,subfields/1705,Computer Networks and Communications,5117,52655,US
2021,subfields/1706,Computer Science Applications,1616,17263,US
2021,subfields/1712,Software,381,2848,US
2021,subfields/1711,Signal Processing,1890,25668,US
2021,subfields/1709,Human-Computer Interaction,1293,18914,US
2021,subfields/1708,Hardware and Architecture,1357,10971,US
2021,subfields/1704,Computer Graphics and Computer-Aided Design,344,5304,US
2020,subfields/1707,Computer Vision and Pattern Recognition,6288,196351,US
2020,subfields/1710,Information Systems,6326,97864,US
2020,subfields/1703,Computational Theory and Mathematics,3186,64512,US
2020,subfields/1702,Artificial Intelligence,14663,387218,US
2020,subfields/1705,Computer Networks and Communications,5688,86104,US
2020,subfields/1706,Computer Science Applications,2266,26317,US
2020,subfields/1712,Software,417,4111,US
2020,subfields/1711,Signal Processing,1922,28375,US
2020,subfields/1709,Human-Computer Interaction,1333,24056,US
2020,subfields/1708,Hardware and Architecture,1377,14799,US
2020,subfields/1704,Computer Graphics and Computer-Aided Design,393,3730,US
2019,subfields/1707,Computer Vision and Pattern Recognition,6496,304194,US
2019,subfields/1710,Information Systems,5926,109806,US
2019,subfields/1703,Computational Theory and Mathematics,3007,50906,US
2019,subfields/1702,Artificial Intelligence,13045,468664,US
2019,subfields/1705,Computer Networks and Communications,6350,120295,US
2019,subfields/1706,Computer Science Applications,1788,29863,US
2019,subfields/1712,Software,438,7568,US
2019,subfields/1711,Signal Processing,1920,44252,US
2019,subfields/1709,Human-Computer Interaction,1302,29290,US
2019,subfields/1708,Hardware and Architecture,1551,18869,US
2019,subfields/1704,Computer Graphics and Computer-Aided Design,372,4159,US
